hour,value
2454,7.384685298795728e-05
2455,7.384685298795728e-05
2456,7.384685298795728e-05
2457,7.384685298795728e-05
2458,7.384685298795728e-05
2459,7.384685298795728e-05
2460,7.384685298795728e-05
2461,7.384685298795728e-05
2462,7.384685298795728e-05
2463,7.384685298795728e-05
2464,7.384685298795728e-05
2465,7.384685298795728e-05
2466,7.384685298795728e-05
2467,7.384685298795728e-05
2468,7.384685298795728e-05
2469,7.384685298795728e-05
2470,7.384685298795728e-05
2471,7.384685298795728e-05
2472,7.384685298795728e-05
2473,7.384685298795728e-05
2474,7.384685298795728e-05
2475,7.384685298795728e-05
2476,7.384685298795728e-05
2477,7.384685298795728e-05
2478,7.384685298795728e-05
2479,7.384685298795728e-05
2480,7.384685298795728e-05
2481,7.384685298795728e-05
2482,7.384685298795728e-05
2483,7.384685298795728e-05
2484,7.384685298795728e-05
2485,7.384685298795728e-05
2486,7.384685298795728e-05
2487,7.384685298795728e-05
2488,7.384685298795728e-05
2489,7.384685298795728e-05
2490,7.384685298795728e-05
2491,7.384685298795728e-05
2492,7.384685298795728e-05
2493,7.384685298795728e-05
2494,7.384685298795728e-05
2495,7.384685298795728e-05
2496,7.384685298795728e-05
2497,7.384685298795728e-05
2498,7.384685298795728e-05
2499,7.384685298795728e-05
2500,7.384685298795728e-05
2501,7.384685298795728e-05
2502,7.384685298795728e-05
2503,7.384685298795728e-05
2504,7.384685298795728e-05
2505,7.384685298795728e-05
2506,7.384685298795728e-05
2507,7.384685298795728e-05
2508,7.384685298795728e-05
2509,7.384685298795728e-05
2510,7.384685298795728e-05
2511,7.384685298795728e-05
2512,7.384685298795728e-05
2513,7.384685298795728e-05
2514,7.384685298795728e-05
2515,7.384685298795728e-05
2516,7.384685298795728e-05
2517,7.384685298795728e-05
2518,7.384685298795728e-05
2519,7.384685298795728e-05
2520,7.384685298795728e-05
2521,7.384685298795728e-05
2522,7.384685298795728e-05
2523,7.384685298795728e-05
2524,7.384685298795728e-05
2525,7.384685298795728e-05
2526,7.384685298795728e-05
2527,7.384685298795728e-05
2528,7.384685298795728e-05
2529,7.384685298795728e-05
2530,7.384685298795728e-05
2531,7.384685298795728e-05
2532,7.384685298795728e-05
2533,7.384685298795728e-05
2534,7.384685298795728e-05
2535,7.384685298795728e-05
2536,7.384685298795728e-05
2537,7.384685298795728e-05
2538,7.384685298795728e-05
2539,7.384685298795728e-05
2540,7.384685298795728e-05
2541,7.384685298795728e-05
2542,7.384685298795728e-05
2543,7.384685298795728e-05
2544,7.384685298795728e-05
2545,7.384685298795728e-05
2546,7.384685298795728e-05
2547,7.384685298795728e-05
2548,7.384685298795728e-05
2549,7.384685298795728e-05
2550,7.384685298795728e-05
2551,7.384685298795728e-05
2552,7.384685298795728e-05
2553,7.384685298795728e-05
2554,7.384685298795728e-05
2555,7.384685298795728e-05
2556,7.384685298795728e-05
2557,7.384685298795728e-05
2558,7.384685298795728e-05
2559,7.384685298795728e-05
2560,7.384685298795728e-05
2561,7.384685298795728e-05
2562,7.384685298795728e-05
2563,7.384685298795728e-05
2564,7.384685298795728e-05
2565,7.384685298795728e-05
2566,7.384685298795728e-05
2567,7.384685298795728e-05
2568,7.384685298795728e-05
2569,7.384685298795728e-05
2570,7.384685298795728e-05
2571,7.384685298795728e-05
2572,7.384685298795728e-05
2573,7.384685298795728e-05
2574,7.384685298795728e-05
2575,7.384685298795728e-05
2576,7.384685298795728e-05
2577,7.384685298795728e-05
2578,7.384685298795728e-05
2579,7.384685298795728e-05
2580,7.384685298795728e-05
2581,7.384685298795728e-05
2582,7.384685298795728e-05
2583,7.384685298795728e-05
2584,7.384685298795728e-05
2585,7.384685298795728e-05
2586,7.384685298795728e-05
2587,7.384685298795728e-05
2588,7.384685298795728e-05
2589,7.384685298795728e-05
2590,7.384685298795728e-05
2591,7.384685298795728e-05
2592,7.384685298795728e-05
2593,7.384685298795728e-05
2594,7.384685298795728e-05
2595,7.384685298795728e-05
2596,7.384685298795728e-05
2597,7.384685298795728e-05
2598,7.384685298795728e-05
2599,7.384685298795728e-05
2600,7.384685298795728e-05
2601,7.384685298795728e-05
2602,7.384685298795728e-05
2603,7.384685298795728e-05
2604,7.384685298795728e-05
2605,7.384685298795728e-05
2606,7.384685298795728e-05
2607,7.384685298795728e-05
2608,7.384685298795728e-05
2609,7.384685298795728e-05
2610,7.384685298795728e-05
2611,7.384685298795728e-05
2612,7.384685298795728e-05
2613,7.384685298795728e-05
2614,7.384685298795728e-05
2615,7.384685298795728e-05
2616,7.384685298795728e-05
2617,7.384685298795728e-05
2618,7.384685298795728e-05
2619,7.384685298795728e-05
2620,7.384685298795728e-05
2621,7.384685298795728e-05
2622,7.384685298795728e-05
2623,7.384685298795728e-05
2624,7.384685298795728e-05
2625,7.384685298795728e-05
2626,7.384685298795728e-05
2627,7.384685298795728e-05
2628,7.384685298795728e-05
2629,7.384685298795728e-05
2630,7.384685298795728e-05
2631,7.384685298795728e-05
2632,7.384685298795728e-05
2633,7.384685298795728e-05
2634,7.384685298795728e-05
2635,7.384685298795728e-05
2636,7.384685298795728e-05
2637,7.384685298795728e-05
2638,7.384685298795728e-05
2639,7.384685298795728e-05
2640,7.384685298795728e-05
2641,7.384685298795728e-05
2642,7.384685298795728e-05
2643,7.384685298795728e-05
2644,7.384685298795728e-05
2645,7.384685298795728e-05
2646,7.384685298795728e-05
2647,7.384685298795728e-05
2648,7.384685298795728e-05
2649,7.384685298795728e-05
2650,7.384685298795728e-05
2651,7.384685298795728e-05
2652,7.384685298795728e-05
2653,7.384685298795728e-05
2654,7.384685298795728e-05
2655,7.384685298795728e-05
2656,7.384685298795728e-05
2657,7.384685298795728e-05
2658,7.384685298795728e-05
2659,7.384685298795728e-05
2660,7.384685298795728e-05
2661,7.384685298795728e-05
2662,7.384685298795728e-05
2663,7.384685298795728e-05
